ID,label
TEST_1504,사실형-긍정-과거-확실
TEST_1505,사실형-긍정-현재-확실
TEST_1506,사실형-긍정-현재-확실
TEST_1507,사실형-긍정-현재-확실
TEST_1508,사실형-긍정-과거-확실
TEST_1509,사실형-긍정-과거-확실
TEST_1510,대화형-긍정-과거-확실
TEST_1511,사실형-긍정-과거-확실
TEST_1512,사실형-긍정-과거-확실
TEST_1513,추론형-긍정-현재-확실
TEST_1514,사실형-긍정-과거-확실
TEST_1515,사실형-긍정-과거-확실
TEST_1516,사실형-긍정-과거-확실
TEST_1517,사실형-긍정-과거-확실
TEST_1518,사실형-긍정-과거-확실
TEST_1519,추론형-긍정-현재-확실
TEST_1520,사실형-긍정-현재-확실
TEST_1521,사실형-긍정-과거-확실
TEST_1522,사실형-긍정-미래-불확실
TEST_1523,사실형-긍정-현재-확실
TEST_1524,사실형-긍정-현재-확실
TEST_1525,사실형-긍정-현재-확실
TEST_1526,사실형-긍정-과거-확실
TEST_1527,사실형-긍정-과거-확실
TEST_1528,사실형-긍정-현재-확실
TEST_1529,사실형-긍정-현재-확실
TEST_1530,사실형-긍정-미래-확실
TEST_1531,사실형-긍정-과거-확실
TEST_1532,사실형-긍정-과거-확실
TEST_1533,사실형-긍정-현재-확실
TEST_1534,대화형-긍정-현재-확실
TEST_1535,사실형-긍정-과거-확실
TEST_1536,사실형-긍정-현재-확실
TEST_1537,사실형-긍정-현재-확실
TEST_1538,사실형-긍정-과거-확실
TEST_1539,사실형-긍정-현재-확실
TEST_1540,사실형-긍정-과거-확실
TEST_1541,사실형-긍정-과거-확실
TEST_1542,사실형-긍정-미래-불확실
TEST_1543,사실형-긍정-과거-확실
TEST_1544,사실형-긍정-미래-확실
TEST_1545,사실형-긍정-과거-확실
TEST_1546,추론형-긍정-과거-확실
TEST_1547,사실형-긍정-현재-확실
TEST_1548,사실형-긍정-현재-확실
TEST_1549,사실형-긍정-과거-확실
TEST_1550,사실형-긍정-현재-확실
TEST_1551,사실형-긍정-과거-확실
TEST_1552,사실형-긍정-현재-확실
TEST_1553,사실형-긍정-현재-확실
TEST_1554,추론형-긍정-현재-확실
TEST_1555,사실형-긍정-현재-확실
TEST_1556,사실형-긍정-과거-확실
TEST_1557,사실형-긍정-과거-확실
TEST_1558,사실형-긍정-미래-확실
TEST_1559,추론형-긍정-미래-확실
TEST_1560,사실형-긍정-과거-확실
TEST_1561,사실형-긍정-현재-확실
TEST_1562,사실형-긍정-현재-확실
TEST_1563,사실형-긍정-현재-확실
TEST_1564,사실형-긍정-현재-확실
TEST_1565,추론형-긍정-과거-확실
TEST_1566,사실형-긍정-현재-확실
TEST_1567,사실형-긍정-과거-확실
TEST_1568,추론형-긍정-현재-확실
TEST_1569,사실형-긍정-미래-확실
TEST_1570,사실형-긍정-과거-확실
TEST_1571,사실형-긍정-과거-확실
TEST_1572,사실형-긍정-과거-확실
TEST_1573,사실형-긍정-미래-확실
TEST_1574,사실형-긍정-현재-확실
TEST_1575,사실형-긍정-과거-확실
TEST_1576,사실형-긍정-과거-확실
TEST_1577,사실형-긍정-현재-확실
TEST_1578,대화형-긍정-현재-불확실
TEST_1579,사실형-긍정-과거-확실
TEST_1580,사실형-긍정-과거-확실
TEST_1581,사실형-긍정-현재-확실
TEST_1582,사실형-긍정-현재-확실
TEST_1583,사실형-긍정-과거-확실
TEST_1584,사실형-긍정-과거-확실
TEST_1585,대화형-긍정-현재-확실
TEST_1586,사실형-긍정-과거-확실
TEST_1587,사실형-긍정-과거-확실
TEST_1588,사실형-긍정-현재-확실
TEST_1589,추론형-긍정-현재-확실
TEST_1590,추론형-긍정-현재-확실
TEST_1591,사실형-긍정-현재-확실
TEST_1592,사실형-긍정-과거-확실
TEST_1593,사실형-긍정-현재-확실
TEST_1594,사실형-긍정-미래-불확실
TEST_1595,사실형-긍정-현재-확실
TEST_1596,사실형-긍정-현재-확실
TEST_1597,사실형-긍정-과거-확실
TEST_1598,사실형-긍정-과거-확실
TEST_1599,사실형-긍정-과거-확실
TEST_1600,대화형-긍정-현재-확실
TEST_1601,사실형-긍정-과거-확실
TEST_1602,사실형-긍정-과거-확실
TEST_1603,사실형-부정-과거-확실
TEST_1604,사실형-긍정-과거-확실
TEST_1605,사실형-긍정-현재-확실
TEST_1606,사실형-긍정-미래-확실
TEST_1607,사실형-긍정-현재-확실
TEST_1608,추론형-긍정-현재-확실
TEST_1609,사실형-긍정-현재-확실
TEST_1610,사실형-긍정-과거-확실
TEST_1611,사실형-부정-과거-확실
TEST_1612,사실형-긍정-현재-확실
TEST_1613,예측형-긍정-미래-불확실
TEST_1614,사실형-긍정-과거-확실
TEST_1615,사실형-긍정-과거-확실
TEST_1616,사실형-긍정-과거-확실
TEST_1617,사실형-긍정-과거-확실
TEST_1618,사실형-긍정-현재-확실
TEST_1619,대화형-긍정-현재-확실
TEST_1620,사실형-긍정-현재-확실
TEST_1621,사실형-긍정-과거-확실
TEST_1622,대화형-부정-현재-확실
TEST_1623,사실형-긍정-현재-확실
TEST_1624,추론형-긍정-현재-확실
TEST_1625,사실형-긍정-현재-확실
TEST_1626,사실형-긍정-현재-확실
TEST_1627,사실형-긍정-현재-확실
TEST_1628,추론형-긍정-미래-확실
TEST_1629,추론형-긍정-미래-확실
TEST_1630,사실형-긍정-과거-확실
TEST_1631,예측형-긍정-미래-불확실
TEST_1632,사실형-긍정-현재-확실
TEST_1633,사실형-긍정-과거-확실
TEST_1634,사실형-긍정-과거-확실
TEST_1635,사실형-긍정-현재-확실
TEST_1636,사실형-긍정-현재-확실
TEST_1637,사실형-긍정-과거-확실
TEST_1638,사실형-긍정-과거-확실
TEST_1639,사실형-긍정-과거-확실
TEST_1640,사실형-긍정-현재-확실
TEST_1641,사실형-긍정-과거-확실
TEST_1642,대화형-긍정-현재-불확실
TEST_1643,사실형-긍정-과거-확실
TEST_1644,사실형-긍정-과거-확실
TEST_1645,사실형-긍정-과거-확실
TEST_1646,사실형-긍정-과거-확실
TEST_1647,사실형-긍정-과거-확실
TEST_1648,사실형-긍정-현재-확실
TEST_1649,사실형-긍정-현재-확실
TEST_1650,사실형-긍정-현재-확실
TEST_1651,사실형-긍정-미래-확실
TEST_1652,사실형-긍정-과거-확실
TEST_1653,사실형-긍정-현재-확실
TEST_1654,사실형-긍정-과거-확실
TEST_1655,사실형-긍정-과거-확실
TEST_1656,사실형-긍정-현재-확실
TEST_1657,사실형-긍정-과거-확실
TEST_1658,추론형-긍정-미래-확실
TEST_1659,추론형-부정-미래-불확실
TEST_1660,추론형-긍정-현재-확실
TEST_1661,사실형-긍정-현재-확실
TEST_1662,사실형-긍정-과거-확실
TEST_1663,사실형-긍정-현재-확실
TEST_1664,대화형-미정-현재-불확실
TEST_1665,사실형-긍정-현재-확실
TEST_1666,사실형-긍정-현재-확실
TEST_1667,사실형-긍정-과거-확실
TEST_1668,대화형-미정-현재-불확실
TEST_1669,사실형-긍정-미래-확실
TEST_1670,사실형-긍정-과거-확실
TEST_1671,사실형-긍정-과거-확실
TEST_1672,사실형-긍정-과거-확실
TEST_1673,사실형-긍정-현재-확실
TEST_1674,사실형-긍정-과거-확실
TEST_1675,사실형-긍정-과거-확실
TEST_1676,사실형-긍정-과거-확실
TEST_1677,사실형-긍정-과거-확실
TEST_1678,사실형-긍정-과거-확실
TEST_1679,추론형-긍정-미래-불확실
TEST_1680,추론형-긍정-현재-확실
TEST_1681,사실형-긍정-현재-확실
TEST_1682,사실형-긍정-현재-확실
TEST_1683,사실형-긍정-과거-확실
TEST_1684,사실형-긍정-과거-확실
TEST_1685,사실형-긍정-과거-확실
TEST_1686,사실형-긍정-과거-확실
TEST_1687,사실형-긍정-현재-확실
TEST_1688,사실형-긍정-현재-확실
TEST_1689,추론형-긍정-미래-불확실
TEST_1690,사실형-긍정-미래-확실
TEST_1691,사실형-긍정-과거-확실
TEST_1692,사실형-긍정-과거-확실
TEST_1693,사실형-긍정-과거-확실
TEST_1694,사실형-긍정-과거-확실
TEST_1695,사실형-긍정-현재-확실
TEST_1696,사실형-긍정-현재-불확실
TEST_1697,추론형-긍정-과거-확실
TEST_1698,사실형-긍정-현재-확실
TEST_1699,사실형-긍정-현재-확실
TEST_1700,사실형-긍정-과거-확실
TEST_1701,사실형-긍정-과거-확실
TEST_1702,사실형-긍정-과거-확실
TEST_1703,대화형-긍정-과거-불확실
TEST_1704,사실형-긍정-현재-확실
TEST_1705,사실형-긍정-과거-확실
TEST_1706,사실형-긍정-과거-확실
TEST_1707,사실형-부정-과거-확실
TEST_1708,사실형-긍정-과거-확실
TEST_1709,사실형-긍정-현재-확실
TEST_1710,사실형-긍정-현재-확실
TEST_1711,사실형-긍정-현재-확실
TEST_1712,사실형-긍정-과거-확실
TEST_1713,사실형-긍정-과거-확실
TEST_1714,추론형-긍정-현재-확실
TEST_1715,사실형-긍정-과거-확실
TEST_1716,사실형-긍정-미래-확실
TEST_1717,사실형-긍정-과거-확실
TEST_1718,추론형-긍정-현재-확실
TEST_1719,사실형-긍정-미래-확실
TEST_1720,사실형-긍정-과거-확실
TEST_1721,사실형-긍정-과거-확실
TEST_1722,사실형-긍정-과거-확실
TEST_1723,사실형-긍정-과거-확실
TEST_1724,사실형-긍정-과거-확실
TEST_1725,사실형-부정-과거-확실
TEST_1726,추론형-긍정-과거-확실
TEST_1727,사실형-긍정-과거-확실
TEST_1728,추론형-긍정-현재-확실
TEST_1729,사실형-긍정-과거-확실
TEST_1730,추론형-긍정-현재-확실
TEST_1731,사실형-긍정-과거-확실
TEST_1732,추론형-긍정-현재-확실
TEST_1733,사실형-긍정-미래-확실
TEST_1734,사실형-부정-현재-확실
TEST_1735,사실형-긍정-과거-확실
TEST_1736,사실형-긍정-현재-확실
TEST_1737,사실형-긍정-과거-확실
TEST_1738,대화형-긍정-현재-확실
TEST_1739,사실형-긍정-과거-확실
TEST_1740,사실형-긍정-현재-확실
TEST_1741,사실형-긍정-현재-확실
TEST_1742,사실형-긍정-과거-확실
TEST_1743,사실형-긍정-현재-확실
TEST_1744,사실형-긍정-과거-확실
TEST_1745,사실형-긍정-현재-확실
TEST_1746,사실형-긍정-현재-확실
TEST_1747,사실형-긍정-과거-확실
TEST_1748,사실형-긍정-현재-확실
TEST_1749,사실형-긍정-미래-확실
TEST_1750,사실형-긍정-과거-확실
TEST_1751,사실형-긍정-과거-확실
TEST_1752,사실형-긍정-현재-확실
TEST_1753,사실형-긍정-과거-확실
TEST_1754,사실형-긍정-현재-확실
TEST_1755,추론형-긍정-현재-확실
TEST_1756,사실형-긍정-현재-확실
TEST_1757,추론형-긍정-현재-확실
TEST_1758,대화형-긍정-현재-확실
TEST_1759,사실형-긍정-과거-확실
TEST_1760,사실형-긍정-과거-확실
TEST_1761,사실형-긍정-현재-확실
TEST_1762,사실형-긍정-현재-확실
TEST_1763,사실형-긍정-현재-확실
TEST_1764,사실형-긍정-과거-확실
TEST_1765,사실형-긍정-현재-확실
TEST_1766,사실형-긍정-과거-불확실
TEST_1767,사실형-긍정-과거-확실
TEST_1768,사실형-긍정-현재-확실
TEST_1769,사실형-부정-현재-확실
TEST_1770,추론형-긍정-현재-확실
TEST_1771,사실형-긍정-현재-확실
TEST_1772,사실형-긍정-과거-확실
TEST_1773,사실형-긍정-현재-확실
TEST_1774,사실형-긍정-현재-확실
TEST_1775,대화형-미정-과거-불확실
TEST_1776,추론형-긍정-과거-확실
TEST_1777,사실형-긍정-과거-확실
TEST_1778,사실형-긍정-현재-확실
TEST_1779,사실형-긍정-과거-확실
TEST_1780,사실형-긍정-과거-확실
TEST_1781,사실형-긍정-과거-확실
TEST_1782,사실형-긍정-현재-확실
TEST_1783,사실형-긍정-현재-확실
TEST_1784,사실형-긍정-미래-불확실
TEST_1785,사실형-긍정-과거-확실
TEST_1786,사실형-긍정-과거-확실
TEST_1787,사실형-긍정-과거-확실
TEST_1788,사실형-긍정-과거-확실
TEST_1789,사실형-긍정-현재-확실
TEST_1790,사실형-긍정-현재-확실
TEST_1791,사실형-긍정-과거-확실
TEST_1792,사실형-긍정-과거-확실
TEST_1793,사실형-긍정-과거-확실
TEST_1794,사실형-긍정-과거-확실
TEST_1795,추론형-긍정-과거-확실
TEST_1796,사실형-긍정-현재-확실
TEST_1797,사실형-긍정-과거-확실
TEST_1798,사실형-긍정-과거-확실
TEST_1799,사실형-부정-현재-확실
TEST_1800,사실형-긍정-현재-확실
TEST_1801,사실형-긍정-현재-확실
TEST_1802,사실형-긍정-현재-확실
TEST_1803,사실형-긍정-현재-확실
TEST_1804,사실형-긍정-현재-확실
TEST_1805,사실형-긍정-과거-확실
TEST_1806,사실형-긍정-과거-확실
TEST_1807,사실형-긍정-미래-불확실
TEST_1808,사실형-긍정-과거-확실
TEST_1809,사실형-긍정-미래-불확실
TEST_1810,사실형-긍정-과거-확실
TEST_1811,추론형-긍정-미래-불확실
TEST_1812,사실형-긍정-과거-확실
TEST_1813,사실형-긍정-현재-확실
TEST_1814,사실형-긍정-과거-확실
TEST_1815,사실형-긍정-과거-확실
TEST_1816,사실형-긍정-현재-확실
TEST_1817,사실형-긍정-과거-확실
TEST_1818,사실형-긍정-현재-확실
TEST_1819,사실형-긍정-과거-확실
TEST_1820,사실형-긍정-현재-확실
TEST_1821,사실형-긍정-과거-확실
TEST_1822,대화형-긍정-과거-불확실
TEST_1823,사실형-긍정-현재-확실
TEST_1824,예측형-긍정-미래-불확실
TEST_1825,사실형-긍정-과거-확실
TEST_1826,사실형-긍정-과거-확실
TEST_1827,사실형-긍정-과거-확실
TEST_1828,사실형-긍정-현재-확실
TEST_1829,추론형-긍정-현재-확실
TEST_1830,사실형-긍정-과거-확실
TEST_1831,사실형-긍정-과거-확실
TEST_1832,추론형-긍정-현재-확실
TEST_1833,사실형-긍정-과거-확실
TEST_1834,사실형-긍정-현재-확실
TEST_1835,사실형-긍정-과거-확실
TEST_1836,사실형-긍정-과거-확실
TEST_1837,대화형-긍정-과거-불확실
TEST_1838,사실형-긍정-과거-확실
TEST_1839,사실형-긍정-과거-확실
TEST_1840,사실형-긍정-과거-확실
TEST_1841,사실형-긍정-현재-확실
TEST_1842,사실형-긍정-현재-확실
TEST_1843,추론형-긍정-현재-확실
TEST_1844,사실형-긍정-현재-확실
TEST_1845,사실형-긍정-현재-확실
TEST_1846,사실형-긍정-현재-확실
TEST_1847,사실형-긍정-과거-확실
TEST_1848,사실형-긍정-현재-확실
TEST_1849,사실형-긍정-과거-확실
TEST_1850,사실형-긍정-과거-확실
TEST_1851,사실형-긍정-과거-확실
TEST_1852,추론형-긍정-미래-확실
TEST_1853,사실형-긍정-현재-확실
TEST_1854,사실형-부정-과거-확실
TEST_1855,사실형-긍정-현재-확실
TEST_1856,사실형-긍정-현재-확실
TEST_1857,사실형-긍정-현재-확실
TEST_1858,사실형-긍정-미래-확실
TEST_1859,사실형-긍정-과거-확실
TEST_1860,사실형-긍정-현재-확실
TEST_1861,추론형-부정-과거-확실
TEST_1862,사실형-긍정-과거-확실
TEST_1863,사실형-긍정-과거-확실
TEST_1864,추론형-긍정-현재-확실
TEST_1865,사실형-긍정-과거-확실
TEST_1866,사실형-긍정-과거-확실
TEST_1867,사실형-긍정-과거-확실
TEST_1868,사실형-긍정-현재-확실
TEST_1869,사실형-긍정-현재-확실
TEST_1870,사실형-긍정-과거-확실
TEST_1871,사실형-부정-과거-확실
TEST_1872,사실형-긍정-현재-확실
TEST_1873,사실형-긍정-현재-확실
TEST_1874,사실형-긍정-과거-확실
TEST_1875,사실형-긍정-현재-확실
TEST_1876,사실형-긍정-현재-확실
TEST_1877,사실형-긍정-과거-확실
TEST_1878,사실형-긍정-현재-확실
TEST_1879,사실형-긍정-현재-확실
TEST_1880,사실형-긍정-과거-확실
TEST_1881,사실형-긍정-현재-확실
TEST_1882,사실형-긍정-현재-확실
TEST_1883,사실형-긍정-미래-불확실
TEST_1884,사실형-긍정-현재-확실
TEST_1885,사실형-긍정-현재-확실
TEST_1886,사실형-긍정-과거-확실
TEST_1887,추론형-긍정-현재-확실
TEST_1888,사실형-긍정-과거-확실
TEST_1889,사실형-긍정-현재-확실
TEST_1890,사실형-긍정-미래-확실
TEST_1891,사실형-긍정-과거-확실
TEST_1892,사실형-긍정-미래-확실
TEST_1893,사실형-긍정-과거-확실
TEST_1894,사실형-긍정-과거-확실
TEST_1895,사실형-긍정-현재-확실
TEST_1896,사실형-긍정-과거-확실
TEST_1897,사실형-긍정-과거-확실
TEST_1898,사실형-긍정-미래-확실
TEST_1899,사실형-긍정-과거-확실
TEST_1900,사실형-긍정-현재-확실
TEST_1901,사실형-긍정-과거-확실
TEST_1902,사실형-긍정-과거-확실
TEST_1903,사실형-긍정-현재-확실
TEST_1904,사실형-긍정-과거-확실
TEST_1905,사실형-긍정-과거-확실
TEST_1906,추론형-긍정-현재-확실
TEST_1907,사실형-긍정-과거-확실
TEST_1908,사실형-긍정-현재-확실
TEST_1909,추론형-긍정-현재-확실
TEST_1910,사실형-긍정-과거-확실
TEST_1911,사실형-긍정-현재-확실
TEST_1912,사실형-긍정-과거-확실
TEST_1913,사실형-긍정-과거-확실
TEST_1914,사실형-긍정-현재-확실
TEST_1915,사실형-긍정-현재-확실
TEST_1916,사실형-긍정-과거-확실
TEST_1917,사실형-긍정-과거-확실
TEST_1918,사실형-부정-현재-확실
TEST_1919,사실형-긍정-과거-확실
TEST_1920,예측형-긍정-현재-불확실
TEST_1921,사실형-긍정-현재-확실
TEST_1922,사실형-긍정-과거-확실
TEST_1923,사실형-긍정-과거-확실
TEST_1924,사실형-긍정-과거-확실
TEST_1925,사실형-긍정-과거-확실
TEST_1926,사실형-긍정-현재-확실
TEST_1927,사실형-부정-과거-확실
TEST_1928,사실형-긍정-과거-불확실
TEST_1929,사실형-긍정-과거-확실
TEST_1930,사실형-긍정-과거-확실
TEST_1931,사실형-긍정-현재-확실
TEST_1932,사실형-긍정-과거-확실
TEST_1933,사실형-긍정-현재-확실
TEST_1934,사실형-긍정-과거-확실
TEST_1935,사실형-긍정-현재-확실
TEST_1936,추론형-긍정-현재-확실
TEST_1937,사실형-긍정-현재-확실
TEST_1938,사실형-긍정-과거-확실
TEST_1939,사실형-긍정-과거-확실
TEST_1940,사실형-긍정-과거-불확실
TEST_1941,사실형-긍정-현재-확실
TEST_1942,추론형-긍정-현재-확실
TEST_1943,사실형-긍정-과거-확실
TEST_1944,사실형-긍정-현재-확실
TEST_1945,사실형-긍정-현재-확실
TEST_1946,사실형-긍정-현재-확실
TEST_1947,사실형-긍정-과거-확실
TEST_1948,대화형-부정-현재-확실
TEST_1949,사실형-긍정-현재-확실
TEST_1950,사실형-긍정-현재-확실
TEST_1951,사실형-긍정-현재-확실
TEST_1952,추론형-긍정-미래-확실
TEST_1953,사실형-긍정-현재-확실
TEST_1954,사실형-긍정-과거-확실
TEST_1955,사실형-긍정-과거-확실
TEST_1956,사실형-긍정-현재-확실
TEST_1957,추론형-긍정-현재-확실
TEST_1958,사실형-긍정-미래-불확실
TEST_1959,사실형-부정-과거-확실
TEST_1960,사실형-긍정-과거-확실
TEST_1961,사실형-긍정-과거-확실
TEST_1962,사실형-긍정-미래-불확실
TEST_1963,사실형-긍정-과거-확실
TEST_1964,사실형-긍정-과거-확실
TEST_1965,추론형-긍정-미래-불확실
TEST_1966,사실형-긍정-현재-확실
TEST_1967,사실형-긍정-현재-확실
TEST_1968,사실형-긍정-현재-확실
TEST_1969,사실형-긍정-과거-확실
TEST_1970,사실형-긍정-현재-확실
TEST_1971,사실형-긍정-현재-확실
TEST_1972,사실형-긍정-과거-확실
TEST_1973,사실형-긍정-현재-확실
TEST_1974,추론형-부정-현재-확실
TEST_1975,사실형-긍정-현재-확실
TEST_1976,사실형-긍정-현재-확실
TEST_1977,사실형-긍정-과거-확실
TEST_1978,사실형-긍정-과거-확실
TEST_1979,사실형-긍정-미래-확실
TEST_1980,사실형-긍정-과거-확실
TEST_1981,사실형-긍정-현재-확실
TEST_1982,사실형-긍정-과거-확실
TEST_1983,추론형-긍정-현재-확실
TEST_1984,사실형-긍정-과거-확실
TEST_1985,사실형-긍정-미래-불확실
TEST_1986,사실형-긍정-과거-확실
TEST_1987,사실형-긍정-현재-확실
TEST_1988,추론형-긍정-현재-확실
TEST_1989,추론형-긍정-과거-확실
TEST_1990,사실형-긍정-현재-확실
TEST_1991,사실형-긍정-현재-확실
TEST_1992,사실형-긍정-현재-확실
TEST_1993,사실형-긍정-현재-확실
TEST_1994,사실형-긍정-현재-확실
TEST_1995,사실형-긍정-과거-확실
TEST_1996,사실형-긍정-과거-확실
TEST_1997,사실형-긍정-현재-확실
TEST_1998,사실형-긍정-과거-확실
TEST_1999,사실형-긍정-미래-불확실
TEST_2000,추론형-긍정-현재-확실
TEST_2001,사실형-긍정-과거-확실
TEST_2002,사실형-긍정-현재-확실
TEST_2003,사실형-긍정-과거-확실
TEST_2004,사실형-긍정-현재-확실
TEST_2005,사실형-긍정-현재-확실
TEST_2006,사실형-긍정-현재-확실
TEST_2007,대화형-부정-현재-확실
TEST_2008,사실형-긍정-과거-확실
TEST_2009,사실형-긍정-과거-확실
TEST_2010,사실형-긍정-과거-확실
TEST_2011,사실형-긍정-과거-확실
TEST_2012,사실형-긍정-미래-불확실
TEST_2013,사실형-긍정-과거-확실
TEST_2014,사실형-긍정-현재-확실
TEST_2015,사실형-긍정-과거-확실
TEST_2016,사실형-긍정-현재-확실
TEST_2017,사실형-긍정-과거-확실
TEST_2018,사실형-긍정-현재-확실
TEST_2019,사실형-긍정-미래-확실
TEST_2020,사실형-긍정-과거-확실
TEST_2021,사실형-긍정-현재-확실
TEST_2022,사실형-긍정-과거-확실
TEST_2023,사실형-긍정-과거-확실
TEST_2024,사실형-긍정-현재-확실
TEST_2025,사실형-부정-과거-확실
TEST_2026,사실형-긍정-현재-확실
TEST_2027,사실형-긍정-과거-확실
TEST_2028,사실형-긍정-과거-확실
TEST_2029,사실형-긍정-과거-확실
TEST_2030,사실형-긍정-과거-확실
TEST_2031,사실형-긍정-현재-확실
TEST_2032,예측형-긍정-미래-불확실
TEST_2033,사실형-긍정-과거-확실
TEST_2034,사실형-긍정-과거-확실
TEST_2035,사실형-긍정-과거-확실
TEST_2036,추론형-긍정-현재-불확실
TEST_2037,사실형-긍정-현재-확실
TEST_2038,대화형-긍정-과거-불확실
TEST_2039,사실형-긍정-미래-불확실
TEST_2040,사실형-긍정-과거-확실
TEST_2041,사실형-긍정-현재-확실
TEST_2042,사실형-긍정-미래-불확실
TEST_2043,사실형-긍정-과거-확실
TEST_2044,사실형-긍정-과거-확실
TEST_2045,사실형-긍정-현재-확실
TEST_2046,사실형-긍정-과거-확실
TEST_2047,사실형-긍정-과거-확실
TEST_2048,사실형-긍정-미래-불확실
TEST_2049,사실형-긍정-현재-확실
TEST_2050,대화형-긍정-현재-확실
TEST_2051,사실형-긍정-현재-확실
TEST_2052,추론형-긍정-미래-불확실
TEST_2053,사실형-긍정-미래-확실
TEST_2054,사실형-긍정-현재-확실
TEST_2055,사실형-긍정-과거-확실
TEST_2056,사실형-긍정-과거-확실
TEST_2057,사실형-긍정-과거-확실
TEST_2058,사실형-긍정-과거-확실
TEST_2059,사실형-긍정-현재-확실
TEST_2060,사실형-긍정-현재-확실
TEST_2061,사실형-긍정-과거-확실
TEST_2062,사실형-긍정-과거-확실
TEST_2063,대화형-긍정-현재-확실
TEST_2064,대화형-긍정-현재-확실
TEST_2065,사실형-긍정-과거-확실
TEST_2066,사실형-긍정-과거-확실
TEST_2067,사실형-긍정-과거-확실
TEST_2068,사실형-긍정-과거-확실
TEST_2069,예측형-긍정-미래-불확실
TEST_2070,사실형-긍정-과거-확실
TEST_2071,추론형-긍정-현재-확실
TEST_2072,사실형-긍정-현재-확실
TEST_2073,사실형-긍정-현재-확실
TEST_2074,사실형-긍정-과거-확실
TEST_2075,사실형-긍정-미래-확실
TEST_2076,사실형-긍정-과거-확실
TEST_2077,사실형-긍정-현재-확실
TEST_2078,사실형-긍정-과거-확실
TEST_2079,사실형-긍정-미래-확실
TEST_2080,사실형-긍정-과거-확실
TEST_2081,사실형-긍정-과거-확실
TEST_2082,사실형-긍정-과거-확실
TEST_2083,추론형-긍정-미래-불확실
TEST_2084,사실형-긍정-현재-확실
TEST_2085,사실형-긍정-과거-확실
TEST_2086,사실형-긍정-과거-확실
TEST_2087,사실형-긍정-현재-확실
TEST_2088,사실형-긍정-과거-확실
TEST_2089,사실형-긍정-현재-확실
TEST_2090,대화형-긍정-현재-확실
TEST_2091,사실형-긍정-과거-확실
TEST_2092,사실형-긍정-과거-확실
TEST_2093,사실형-긍정-현재-확실
TEST_2094,사실형-긍정-현재-확실
TEST_2095,추론형-긍정-과거-확실
TEST_2096,사실형-긍정-과거-확실
TEST_2097,사실형-긍정-현재-확실
TEST_2098,추론형-긍정-과거-확실
TEST_2099,사실형-긍정-현재-확실
TEST_2100,사실형-긍정-현재-확실
TEST_2101,사실형-긍정-현재-확실
TEST_2102,추론형-긍정-현재-확실
TEST_2103,사실형-긍정-미래-확실
TEST_2104,사실형-긍정-과거-확실
TEST_2105,사실형-긍정-과거-확실
TEST_2106,사실형-긍정-과거-확실
TEST_2107,사실형-긍정-현재-확실
TEST_2108,사실형-긍정-과거-확실
TEST_2109,사실형-긍정-과거-확실
TEST_2110,대화형-긍정-현재-불확실
TEST_2111,사실형-긍정-과거-확실
TEST_2112,사실형-긍정-과거-확실
TEST_2113,추론형-긍정-미래-불확실
TEST_2114,사실형-긍정-과거-확실
TEST_2115,사실형-긍정-과거-확실
TEST_2116,사실형-긍정-현재-확실
TEST_2117,사실형-긍정-과거-확실
TEST_2118,사실형-긍정-과거-확실
TEST_2119,사실형-긍정-미래-확실
TEST_2120,사실형-긍정-현재-확실
TEST_2121,사실형-긍정-현재-확실
TEST_2122,추론형-긍정-미래-불확실
TEST_2123,추론형-긍정-현재-확실
TEST_2124,추론형-부정-현재-확실
TEST_2125,사실형-긍정-미래-불확실
TEST_2126,사실형-긍정-과거-확실
TEST_2127,사실형-긍정-현재-확실
TEST_2128,사실형-긍정-현재-확실
TEST_2129,사실형-긍정-미래-확실
TEST_2130,사실형-긍정-과거-확실
TEST_2131,사실형-긍정-현재-확실
TEST_2132,사실형-긍정-과거-확실
TEST_2133,사실형-긍정-과거-확실
TEST_2134,사실형-긍정-과거-확실
TEST_2135,사실형-긍정-과거-확실
TEST_2136,사실형-긍정-현재-확실
TEST_2137,사실형-긍정-과거-확실
TEST_2138,사실형-긍정-과거-확실
TEST_2139,사실형-긍정-과거-확실
TEST_2140,사실형-긍정-현재-확실
TEST_2141,사실형-긍정-과거-확실
TEST_2142,사실형-긍정-과거-확실
TEST_2143,사실형-긍정-과거-확실
TEST_2144,사실형-긍정-과거-확실
TEST_2145,사실형-긍정-미래-확실
TEST_2146,사실형-긍정-현재-확실
TEST_2147,추론형-긍정-현재-확실
TEST_2148,사실형-긍정-미래-불확실
TEST_2149,사실형-긍정-현재-확실
TEST_2150,사실형-긍정-현재-확실
TEST_2151,사실형-긍정-과거-확실
TEST_2152,사실형-긍정-과거-확실
TEST_2153,사실형-긍정-현재-확실
TEST_2154,대화형-긍정-현재-확실
TEST_2155,추론형-긍정-현재-확실
TEST_2156,추론형-긍정-현재-확실
TEST_2157,사실형-긍정-과거-확실
TEST_2158,사실형-부정-과거-확실
TEST_2159,사실형-긍정-현재-확실
TEST_2160,사실형-긍정-현재-확실
TEST_2161,사실형-긍정-과거-확실
TEST_2162,사실형-긍정-과거-확실
TEST_2163,사실형-긍정-과거-확실
TEST_2164,사실형-부정-과거-확실
TEST_2165,사실형-긍정-과거-확실
TEST_2166,사실형-긍정-과거-확실
TEST_2167,예측형-긍정-미래-불확실
TEST_2168,사실형-긍정-과거-확실
